ID,Legacy ID,Name,Coder Initials,Notes,Org to plot link,,,
550,PlotUS12,US PIJ Cell 2003,KH,,"OrgINT15 ""Recruitment supported by"" PlotUS12",,,
551,PlotUS120,Pittsburgh Bomb Plot & Weapons Possession 2012,KH,,"OrgINT1 ""Inspiration for"" PlotUS120",,,
552,PlotUS121,Car Money Smuggling 2010,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS121",,,
553,PlotUS122,Central American Hezbollah Cell 2012,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS122",,,
554,PlotUS123,Chicago Bar Bomb 2012,KH,no specific links,,,,
555,PlotUS124,UT Brownsville Threat 2012,KH,,,,,
556,PlotUS125,NY Fed Plot 2012,KH,,"OrgINT20 ""Inspiration for"" PlotUS125",,,
557,PlotUS126,Al Qaeda Southern California Recruitment 2012,KH,,"OrgINT20, OrgINT1 ""Recruitment supported by"" PlotUS126",,,
558,PlotUS127,NYC Christmas Bomb Plot 2012,KH,inspired by awlaki's preachings,,,,
559,PlotUS128,Long Island AQAPSupport 2013,KH,,"OrgINT83 ""Recruitment supported by"" PlotUS128",,,
560,PlotUS129,Lahore Attack Financing 2009,KH,provided money for the attack on Pakistani intelligence in Lahore. (not in database) ,,,,
561,PlotUS13,Trial Leak 2004,KH,could not find specific links,,,,
562,PlotUS130,Boston Marathon Bombings 2013,KH,,"OrgINT20 ""Inspiration for"" PlotUS130",,,
,PlotUS130,Boston Marathon Bombings 2013,,,"OrgINT30, OrgINT83 ""Financially/Logistically supported by"" PlotUS130",,,
564,PlotUS132,DOD Infiltration Plot,KH,no specific links,,,,
565,PlotUS133,Operation Tobacco Road 2013,KH,,"OrgINT84, OrgINT44 ""Financially/Logistically supported by"" PlotUS133",,,
566,PlotUS134,Topsfield Weapons Cache 2013,KH,no links,,,,
567,PlotUS135,Attack Plot and Fundraising 2013,KH,,,,,
568,PlotUS136,Wichita Airport Truck Bomb 2013,KH,,"OrgINT83 ""Inspiration for"" PlotUS136",,,
569,PlotUS137,Al-Farooq Terrorism Funding 2003,KH,,"OrgINT20, OrgINT84 ""Financially/Logistically supported by"" PlotUS137",,,
570,PlotUS138,Fort Dix Plot 2007,KH,no specific links,,,,
571,PlotUS139,Hezbollah Rochester Fundraising 2007,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS139",,,
572,PlotUS14,Taliban Support US 2004,KH,,"OrgINT1""Financially/Logistically supported by"" PlotUS14",,,
573,PlotUS140,Dirty Bomb Plot 2002,KH,hard to say the specfici organizations this may have been connected to ,,,,
574,PlotUS141,South Florida Plot 2002,KH,no specific links,,,,
575,PlotUS142,US Hezbollah Support Cell 2003,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS142",,,
576,PlotUS143,Operation Pop Concert 2002,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS143",,,
577,PlotUS144,JIS LA Targets Plot 2005,KH,,"OrgUS36 ""Director of"" PlotUS144",,,
578,PlotUS145,Raleigh Jihad Recruitment 2009,KH,can't find specific links,,,,
579,PlotUS146,IMU Support 2013,KH,,"OrgINT81 ""Financially/Logistically supported by"" PlotUS146",,,
580,PlotUS147,Missile Sale 2003,KH,no specific links,,,,
581,PlotUS148,NY Republican National Committee Plot 2004,KH,,Islamic Thinker's Society [OrgUS32],,,
582,PlotUS149,US Al Manar/Hezbollah Material Support 2006,KH,,"OrgINT44 ""Financial/Logistical Supporter of"" PlotUS149",,,
583,PlotUS15,LeT US Fundraising Cell 2005,KH,,"OrgINT58 ""Financially/Logistically supported by"" PlotUS15",,,
584,PlotUS150,Inspire Magazine Editor 2011,KH,,"OrgINT20 ""Recruitment supported by"" PlotUS150",,,
,PlotUS150,Inspire Magazine Editor 2011,,,"OrgINT30""Financially/Logistically supported by"" PlotUS150",,,
585,PlotUS151,Terrorism Fundraising 2003,KH,,"OrgINT12 ""Financially/Logistically supported by"" PlotUS151",,,
586,PlotUS152,Ice Cream Business Terror Financing 2003,KH,,"OrgINT20, OrgINT84 ""Financially/Logistically supported by"" PlotUS152",,,
587,PlotUS153,Hizbollah Support Fraud Scheme 2004,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS153",,,
588,PlotUS154,IJU fundraising support 2012,KH,,"OrgINT89 ""Financially/Logistically supported by"" PlotUS154",,,
589,PlotUS155,Hizbollah Weapons Smuggling 2000,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS155",,,
590,PlotUS156,Hezbollah human trafficking 2002,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS156",,,
591,PlotUS157,Hamas Support 2004,KH,,"OrgINT84 ""Inspiration for"" PlotUS157",,,
592,PlotUS158,Houston Taliban Support and Training 2006,KH,,"OrgINT1 ""Financially/Logistically supported by"" PlotUS158",,,
593,PlotUS159,Hamdan Cell Hezbollah Material Support 2009,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS159",,,
594,PlotUS16,Hamas SAAR Fundraising 2002,KH,,"OrgINT84 ""Financially/Logistically supported by"" PlotUS16",,,
595,PlotUS160,Hassan Koumaiha Cell Hezbollah Material Support 2009,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS160",,,
596,PlotUS161,Sadek Koumaiha Cell Hezbollah Material Support 2009,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS161",,,
597,PlotUS162,Tres Hermanos Hezbollah Counterfeiting 2003,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS162",,,
598,PlotUS163,Alaska Pipeline Bomb Plot 2005,KH,no links,,,,
599,PlotUS164,Hezbollah Arms Purchases 2006,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS164",,,
600,PlotUS165,Virginia Jihad Network 2001,KH,,"OrgINT58, OrgINT20, and OrgINT1 ""Recruitment supported by"" PlotUS165",,,
601,PlotUS166,Infocom Hamas Funding 2001,KH,,"OrgINT84 ""Financially/Logistically supported by"" PlotUS166",,,
602,PlotUS167,Army Documents Leak 2006,KH,,"OrgINT20 ""Inspiration for"" PlotUS167",,,
603,PlotUS168,NYSE Bomb Plot 2010,KH,,"OrgINT20 ""Inspiration for"" PlotUS168",,,
604,PlotUS169,Informant assassination plot 2012,KH,no links,,,,
605,PlotUS17,Hezbollah US LaShish Fundraising 2005,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS17",,,
606,PlotUS170,Jacksonville Hezbollah Material Support 2004,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS170",,,
607,PlotUS171,Hezbollah Drug Trafficking Ring 2011,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS171",,,
608,PlotUS172,UNC Campus SUV Attack 2006,KH,no specific links,,,,
609,PlotUS173,Hezbollah Credit Card Fraud 2005,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS173",,,
610,PlotUS174,Hudson River Bomb Plot 2006,KH,,"OrgINT20 ""Inspiration for"" PlotUS174",,,
611,PlotUS175,Mini-Terror Cell 2010,KH,,"OrgINT20 ""Financially/Logistically supported by"" PlotUS175",,,
612,PlotUS176,South Park Creator Death Threats 2010,KH,,"OrgUS54 ""Financial/Logistical Supporter of"" PlotUS176",,,
613,PlotUS177,Care International Terror Financing 2005,KH,,"OrgINT25 ""Financially/Logistically supported by"" PlotUS177",,,
615,PlotUS179,Ohio Shopping Mall Bomb Plot 2003,KH,,"OrgINT20 ""Inspiration for"" PlotUS179",,,
617,PlotUS180,California AQ Support Cell 2005,KH,,"OrgINT20 ""Financially/Logistically supported by"" PlotUS180",,,
618,PlotUS181,AQ Terrorism Support 2006,KH,,"OrgINT20 ""Financially/Logistically supported by"" PlotUS181",,,
619,PlotUS182,Operation Smokescreen 2000,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS182",,,
620,PlotUS183,Minnesota Shabaab Fundraising 2009,KH,,"OrgINT70 ""Financially/Logistically supported by"" PlotUS183",,,
621,PlotUS184,Hezbollah NYC Material Support 2008,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS184",,,
622,PlotUS185,Food Stamp Fraud 2012,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS185",,,
624,PlotUS187,Fort Bragg Attack Plot 2013,KH,no specific links,,,,
625,PlotUS188,Oakland Bank of America Bomb Plot 2013,KH,,"OrgINT1 ""Inspiration for"" PlotUS188",,,
627,PlotUS19,Rahman Trial Leaks 2005,KH,no specifc org links,,,,
628,PlotUS190,SAAR Hamas Financing Network Raid 2002,KH,,"OrgINT84 ""Financially/Logistically supported by"" PlotUS190",,,
629,PlotUS191,Albany Stinger Plot 2004,KH,,"OrgINT56 ""Financially/Logistically supported by"" PlotUS191",,,"""Financially/Logistically supported by"""
630,PlotUS192,Florida Ansar al-Sharia Support 2013,KH,,"OrgINT22 ""Financially/Logistically supported by"" PlotUS192",,,
631,PlotUS193,Al-Shabaab Online Support 2009,KH,,"OrgINT70 ""Inspiration for"" PlotUS193",,,
632,PlotUS194,NYC Taliban Support 2013,KH,,"OrgINT1 ""Financially/Logistically supported by"" PlotUS194",,,
633,PlotUS195,Brooklyn ISIS Travel Plot 2015,KH,,"OrgINT41 ""Recruitment supported by"" PlotUS195",,,
634,PlotUS196,US Capitol Attack Plot 2015,KH,no specific links,,,,
635,PlotUS197,Bosnian Syria Support Cell 2015,KH,support for fighters in syria but it does not specify,,,,
636,PlotUS198,Queens Hatchet Attack 2014,KH,no specific links,,,,
637,PlotUS199,Fort Riley Suicide Plot 2015,KH,,"OrgINT41 ""Inspiration for"" PlotUS199",,,
638,PlotUS2,Fighter Recruitment 1998,KH,,"OrgINT20 ""Recruitment supported by"" PlotUS2",,,
639,PlotUS20,JFK Airport Plot 2007,KH,,"OrgUS34 ""Director of"" PlotUS20",,,
640,PlotUS200,Queens Propane Bomb Plot 2015,KH,,"OrgINT20 ""Inspiration for"" PlotUS200",,,
641,PlotUS201,Curtis Culwell Center Attack 2015,KH,no specific links,,,,
642,PlotUS202,Chattanooga Shooting 2015,KH,,"OrgINT41 ""Inspiration for"" PlotUS202",,,
739,PlotUS203,North Carolina Gun Robbery Plot 2015,KH,,"OrgINT41 ""Inspiration for"" PlotUS203",,,
740,PlotUS204,Boston Beheading 2015,KH,,"OrgINT41 ""Inspiration for"" PlotUS204",,,
643,PlotUS205,Centcom Twitter Hacking 2015,KH,,"OrgINT41 ""Inspiration for"" PlotUS205",,,
743,PlotUS206,Boston School Attacks 2015,KH,,"OrgINT41 ""Inspiration for"" PlotUS206",,,
744,PlotUS207,Illinois National Guard Base Attack 2015,KH,,"OrgINT41 ""Inspiration for"" PlotUS207",,,
741,PlotUS208,New York Law Enforcement Attack 2015,KH,,"OrgINT41 ""Financially/Logistically supported by"" PlotUS208",,,
747,PlotUS209,San Bernardino Shooting 2015,KH,,"OrgINT41 ""Inspiration for"" PlotUS209",,,
644,PlotUS21,Revolution Muslim 2008,KH,,"OrgUS32 ""Financially/Logistically supported by"" PlotUS21",,,
749,PlotUS210,Philadelphia Police Shooting 2016,KH,,"OrgINT41 ""Inspiration for"" PlotUS210",,,
757,PlotUS211,Pulse Nightclub Shooting 2016,KH,,"OrgINT41 ""Inspiration for"" PlotUS211",,,
768,PlotUS212,Chelsea bombing 2016,KH,,"OrgINT1 ""Inspiration for"" PlotUS212",,,
769,PlotUS213,Vaughn Foods Beheading 2014,KH,no links ,,,,
779,PlotUS214,Aventura Synagogue Bombing,KH,no links ,,,,
781,PlotUS215,Nazareth Restaurant and Deli 2016,KH,no links ,,,,
782,PlotUS216,ASPC-Lewis Bombing,KH,,"OrgINT41, OrgINT20 ""Inspiration for"" PlotUS216",,,
784,PlotUS217,ISIL Support Sting 2016,KH,,"OrgINT41 ""Inspiration for"" PlotUS217",,,
788,PlotUS218,Twin Cities Somali Cell 2016,KH,,"OrgINT41 ""Recruitment supported by"" PlotUS218",,,
789,PlotUS219,Ohio State Attack 2016,KH,no links,,,,
645,PlotUS22,Somali network Texas smuggling ring 2008,KH,,"OrgINT67, OrgINT69 ""Financial/Logistical Supporter of"" PlotUS22",,,
790,PlotUS220,LA New Years Subway Bombing 2013,KH,,"OrgINT41 ""Inspiration for"" PlotUS220",,,
794,PlotUS221,Fort Lauderdale Airport Shooting 2017,KH,no links,,,,
832,PlotUS222,D.C Sniper Attacks 2002,KH,no links,,,,
849,PlotUS223,West Side Highway Attack 2017,KH,,"OrgINT41 ""Inspiration for"" PlotUS223",,,
855,PlotUS224,Mall of America Knife Attack 2017,KH,,"OrgINT41 ""Inspiration for"" PlotUS228",,,
857,PlotUS225,New York City Bomb Plot 2016,KH,,"OrgINT41 ""Financial/Logistical Supporter of"" PlotUS224",,,
874,PlotUS226,Anaheim Fundraising-Support 2016,KH,,"OrgINT41 ""Financially/Logistically supported by"" PlotUS226",,,
896,PlotUS227,Gun Attack 2015,KH,,"OrgINT41 ""Financial/Logistical Supporter of"" PlotUS227",,,
906,PlotUS228,2017 New York Port Authority Bus Terminal Attack,KH,,"OrgINT41 ""Inspiration for"" PlotUS228",,,
917,PlotUS229,New Mexico Compound Plot 2018,KH,no links,,,,
934,PlotUS230,2016 St. Cloud Mall Stabbing,KH,,"OrgINT41 ""Claimed responsibility for"" PlotUS230",,,
943,PlotUS231,2019 Pensacola Naval Air Station Shooting,KH,no links,,,,
446,PlotUS232,Operation Rhyme 2004,KH,,"OrgINT20 ""Financial/Logistical Supporter of"" PlotUS232",,,
647,PlotUS24,Somali Network 2009,KH,,"OrgINT70 ""Recruitment supported by"" PlotUS24",,,
648,PlotUS25,Al-Haramain Islamic Foundation Fundraising plot 2010,KH,funnelled money to saudi arabia but not confirmed to which Org(s) or who. ,,,,
649,PlotUS26,Meir Kahane Assassination 1990,KH,,"OrgINT20 ""Financial/Logistical Supporter of"" PlotUS26",,,
650,PlotUS27,CIA Murders 1993,KH,no links,,,,
651,PlotUS28,WTC Bombing 1993,KH,supported by Org but can't find the specific ones. ,,,,
652,PlotUS29,Landmarks Plot 1993,KH,Coordinated with the WTC bombing [PlotUS28]. ,,,,
653,PlotUS3,CA AQ Cell 1999,KH,,"OrgUS16 ""Director of"" PlotUS3",,,
654,PlotUS30,Brooklyn Bridge Shooting 1994,KH,,"OrgINT44, OrgINT84 ""Financial/Logistical Supporter of"" PlotUS30",,,
655,PlotUS31,Abed Organized Crime Family 1997,KH,,"OrgINT84 ""Financially/Logistically supported by"" PlotUS31",,,
656,PlotUS32,Detroit Equipment 1998,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS32",,,
657,PlotUS33,9/11 Dry Run 1999,KH,dry run for another plot,,,,
658,PlotUS34,LAX/Millennium Plot 1999,KH,,"OrgINT20 ""Financial/Logistical Supporter of"" PlotUS34",,,
660,PlotUS36,Zig-Zag Counterfeit Cigarette Paper Case 2001,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS36",,,
661,PlotUS37,Galeria Page Fundraising 2001,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS37",,,
662,PlotUS38,AQ Logistics & Fundraising Support 2001,KH,,"OrgINT20 ""Financially/Logistically supported by"" PlotUS38",,,
663,PlotUS39,September 11 2001 Attacks,KH,,"OrgINT20 ""Director of"" PlotUS39",,,
664,PlotUS4,FL Funding / Recruitment Network 2000,KH,fundraising cell but no specificed Org(s),,,,
665,PlotUS40,Boston AQ Cell 2001,KH,,"OrgINT20 ""Recruiting for"" PlotUS40",,,
666,PlotUS41,Al-Marri Terror Financing 2001,KH,,"OrgINT20 ""Financially/Logistically supported by"" PlotUS41",,,
667,PlotUS42,Operation Mountain Express III 2002,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS42",,,
668,PlotUS43,Al-Kifah Fundraising 2002,KH,provided support and assistance for the 1993 WTC bombings. [PlotUS28],,,,
669,PlotUS44,Dearborn Cigarette Smuggling Case 2002,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS44",,,
670,PlotUS45,Water Supply Plot 2002,KH,no links,,,,
671,PlotUS46,LAX El-Al Counter Shooting 2002,KH,no links,,,,
672,PlotUS47,AQ Oregon Training camp 2002,KH,,"OrgINT20 ""Recruiting for"" PlotUS47",,,
673,PlotUS48,Lackawanna 6 2002,KH,,"OrgUS4 ""Financially/Logistically supported by"" PlotUS48",,,
674,PlotUS49,Hong Kong Stinger Plot 2002,KH,,"OrgINT1 ""Financially/Logistically supported by"" PlotUS49",,,
675,PlotUS5,US Embassies in Singapore and Philippines 2001,KH,,"OrgINT20 ""Director of"" PlotUS5",,,
677,PlotUS51,Stolen Infant Formula Financing Ring 2003,KH,not sure which Org they were financing money for. ,,,,
678,PlotUS52,Brooklyn Bridge Blowtorch plot 2003,KH,no links,,,,
679,PlotUS53,Global Relief Foundation Foundraising 2003,KH,has the same wording as PlotUS55 but not sure if they are the same.,"OrgINT21 ""Financially/Logistically supported by"" PlotUS53",,,
680,PlotUS54,Al-Hussayen Al-Haramain Support 2004,KH,,"OrgINT20 ""Inspiration for"" PlotUS54",,,
681,PlotUS55,Hamas Holy Land Foundation Fundraising 2004,KH,,"OrgINT21 ""Financial/Logistical Supporter of"" PlotUS55",,,
682,PlotUS56,Ittihad al-Islamiya Material Support 2004,KH,,"OrgINT69 ""Financially/Logistically supported by"" PlotUS56",,,
683,PlotUS57,US troops in Iraq Attack Plot 2006,KH,provided support but unsure for which exact Org (s),,,,
684,PlotUS58,Hezbollah Financing 2006,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS58",,,
685,PlotUS59,Sears Tower Plot 2006,KH,no links,,,,
686,PlotUS6,AQ Fundraising 2001,KH,no links ,,,,
687,PlotUS60,Jewish Center Shooting in Seattle 2006,KH,no links,,,,
688,PlotUS61,HAZMAT Trucks Unknown Plot 2006,KH,no links ,,,,
689,PlotUS62,IL Mall Bomb Plot 2006,KH,no links,,,,
691,PlotUS64,NY AQ Fundraising 2007,KH,funding for camps but unsure of the exact Org. ,,,,
692,PlotUS65,Ohio Terrorism Training and Support 2007,KH,recruitment for PlotUS179,,,,
693,PlotUS66,Jamaat Islamiyah Terrorism Funding 2007,KH,,"OrgINT65, OrgINT104 ""Financially/Logistically supported by"" PlotUS66",,,
694,PlotUS67,Explosives Cell 2007,KH,no links,,,,
695,PlotUS68,Dearborn Park Arrest 2007,KH,,"OrgINT44 ""Inspiration for"" PlotUS68",,,
696,PlotUS69,Operation Cash-Out 2007,KH,,"OrgINT20 ""Financially/Logistically supported by"" PlotUS69",,,
697,PlotUS7,Benevolence International Foundation 2002,KH,,"OrgINT20 ""Financially/Logistically supported by"" PlotUS7",,,
698,PlotUS70,Operation Bell Bottoms 2007,KH,no links,,,,
699,PlotUS71,Long Island Rail Road Plot 2008,KH,no links,,,,
700,PlotUS72,Weapons Smuggling Iraq/Mexico 2008,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS72",,,
701,PlotUS73,Newburgh Plot 2009,KH,no links,,,,
702,PlotUS74,Little Rock Recruiting Office Shooting 2009,KH,,"OrgINT38 ""Director of"" PlotUS74",,,
703,PlotUS75,NYC Subway Plot 2009,KH,,,,,
704,PlotUS76,Dallas Skyscraper Plot 2009,KH,no links,,,,
705,PlotUS77,Springfield IL Bomb Plot 2009,KH,no links,,,,
706,PlotUS78,Lars Vilks Assassination 2009,KH,,"OrgINT20 ""Director of"" PlotUS78",,,
707,PlotUS79,Sudbury Mall plot 2009,KH,no proven links,,,,
708,PlotUS8,Portland 7 2002,KH,no links,,,,
709,PlotUS80,Fort Hood Attack 2009,KH,,"OrgINT41 ""Inspiration for"" PlotUS80",,,
710,PlotUS81,DC Five 2009,KH,no links,,,,
711,PlotUS82,Christmas Day NW252 bombing attempt 2009,KH,,"OrgINT20 ""Claims responsibility for"" PlotUS82",,,
712,PlotUS83,Chicago Stadium Plot 2010,KH,no links,,,,
713,PlotUS84,Times Square Bomb 2010,KH,,"OrgINT61 ""Claims responsibility for"" PlotUS84",,,
714,PlotUS85,Houston AQAP support 2010,KH,,"OrgINT20 ""Financially/Logistically supported by"" PlotUS85",,,
715,PlotUS86,Toledo Hezbollah Fundraising 2010,KH,,"OrgINT44 ""Financially/Logistically supported by"" PlotUS86",,,
717,PlotUS88,Alaska Terror Targets 2010,KH,no links,,,,
718,PlotUS89,Wrigley Field Bomb Plot 2010,KH,no links,,,,
720,PlotUS90,DC Metro Bomb Plot 2010,KH,,"OrgINT20 ""Inspiration for"" PlotUS90",,,
721,PlotUS91,Cargo Planes Bomb Plot 2010,KH,,"OrgINT83 ""Director of"" PlotUS91",,,
722,PlotUS92,San Diego Shabaab Fundraising 2010,KH,,"OrgINT70 ""Financially/Logistically supported by"" PlotUS92",,,
723,PlotUS93,Missouri Al-Shabaab Fundraising 2010,KH,,"OrgINT70 ""Financially/Logistically supported by"" PlotUS93",,,
724,PlotUS94,Portland Christmas Tree Bombing 2010,KH,no proven links,,,,
725,PlotUS95,Facebook DC Metro Threats 2010,KH,no links,,,,
726,PlotUS96,Baltimore Army Recruitment Center Bomb Plot 2010,KH,no links,,,,
727,PlotUS97,Western Union Fraud Terrorism Funding 2011,KH,,"OrgINT20 ""Financially/Logistically supported by"" PlotUS97",,,
728,PlotUS98,Online incitement - Begolly 2011,KH,no links,,,,
729,PlotUS99,George W Bush Targeting 2011,KH,,"OrgINT20 ""Inspiration for"" PlotUS99",,,
,PlotINT73,,,,"OrgINT117 ""Financial/Logistical Supporter of"" PlotINT73",,,